,Package name,Reviewer name,Review,Rating
66,com.app.nexdo,Avant Garde,pls pls make similar ui sub checklist app since nexdo better note app also share image pdf option,5
67,com.app.nexdo,A Google user,nice app could widget support date time subtask reminder update give four,4
68,com.app.nexdo,A Google user,clean simple probably simple standalone app great addition planner,5
69,com.app.nexdo,A Google user,rlly good app keep u productive organized use studying study everyday time,4
70,com.app.nexdo,Shubham Kumar,great app minimalistic ad free devs great job,5
71,com.app.nexdo,safrin navas,amazing app ever try delete task app automatically plzz fix,4
72,com.app.nexdo,A Google user,really nice looking well developed easy todo apps,5
73,com.app.nexdo,A Google user,extremely satisfied super cool user interface simplicity best,5
74,com.app.nexdo,A Google user,near perfect could use reminder subtasks,4
75,com.app.nexdo,A Google user,love simplicity kind thing dark mode,5
76,com.app.nexdo,Miled Taous Khoudour,love suggestion next update column layout ability order task,4
77,com.app.nexdo,Moham'ad Mahmoudi,put dark mode control main page quick change sinch system theme simple beautifully expand please,4
78,com.app.nexdo,Defence Warfare,great app really simple ad job,5
79,com.app.nexdo,NerdyGato,like would better could add recurring task,3
80,com.app.nexdo,Josias Aurel,simple clean work perfectly love thanks devs,5
81,com.app.nexdo,A Google user,easy use good ui efficient,5
82,com.app.nexdo,dilrukshi rathnasekara,simple easy use like much recommend,5
83,com.app.nexdo,Anmol Sharma,easy quick need reminder option,4
84,com.app.nexdo,A Google user,extra useless option simply great,5
85,com.app.nexdo,Shubham S_K,great minimalistic ui,5
86,com.app.nexdo,A Google user,simple perfect missed reminder time,4
87,com.app.nexdo,A Google user,amazing app clean minimal ui,5
88,com.app.nexdo,cldzinyabox,app help get self ready morning app awesome go download,5
89,com.app.nexdo,Riya,minimalistic best,5
90,com.app.nexdo,Sally Emad,like need shortcut widget,5
91,com.app.nexdo,A Google user,really good work well zero ad,5
92,com.app.nexdo,manar Aljadani,simple clear ui,5
93,com.app.nexdo,Swayam,simple clean beautiful love btw u kofi,5
94,com.app.nexdo,vivanafoods,simple nice,5
95,com.app.nexdo,A Google user,nice app adding reminder would great,4
96,com.app.nexdo,A Google user,brilliant simple happy app,5
97,com.app.nexdo,Ann Maria Johnson,loved minimalist n beautiful,5
98,com.app.nexdo,Margaret Foster,great app dark mode loving app use every day,5
99,com.app.nexdo,A Google user,simple minimal awesome,5
100,com.app.nexdo,A Google user,never use another note app best glad came across thanks nextdo,5
101,com.app.nexdo,Hari Aditya,love simple ui ux,5
102,com.app.nexdo,Indra Saputra Ahmadi (MI),simple lite thanks,5
103,com.app.nexdo,Vidit Gupta,much productivity lack option,3
104,com.app.nexdo,A Google user,one best todo wish reminder feature,5
105,com.app.nexdo,A Google user,simple useful loved,5
106,com.app.nexdo,Mayank Agarwal,simple effective easy use,5
107,com.app.nexdo,A Google user,wow excellent may best kind,5
108,com.app.nexdo,A Google user,widget support missing,3
109,com.app.nexdo,HB Hridoy,app useful easy use thanks make,5
110,com.app.nexdo,A Google user,develop widget app please,4
111,com.app.nexdo,A Google user,contains ad description mention,1
112,com.app.nexdo,A Google user,felt love tiny little creature brings joy,5
113,com.app.nexdo,Srinivasa Sowmiyan,sleek ui dead simple,5
114,com.app.nexdo,A Google user,love thank guy expect syncing google task,5
115,com.app.nexdo,A Google user,schedule task another date day available,1
116,com.app.nexdo,A Google user,missing something say view task calendar view also set name,3
117,com.app.nexdo,Chinmayee Nayak,feature added,4
118,com.app.nexdo,Divyanshi Garg,smooth functioning like,5
119,com.app.nexdo,A Google user,beautiful reminder,4
120,com.app.nexdo,A Google user,nice like advertised,4
121,com.app.nexdo,A Google user,good apps effective todo,5
122,com.app.nexdo,Kim,app dead last update two thousand nineteen,3
123,com.app.nexdo,Qaadir Khan,worst typed stuff started copying already,1
124,com.app.nexdo,A Google user,best one hope see update future,5
125,com.app.nexdo,A Google user,good one helping hand,5
126,com.app.nexdo,A Google user,simple misunderstanding,3
127,com.app.nexdo,Mikyas Baheru,one word great,5
128,com.app.nexdo,Aldy Iqman N.F,nice ui fluid,5
129,com.app.nexdo,A Google user,good minimal todo app,5
130,com.app.nexdo,A Google user,bit simple,2
131,com.app.nexdo,A Google user,best app ever use thank,5
132,com.app.nexdo,ARUN RAJ,todo app looking,5
133,com.app.nexdo,A Google user,cute app,5
134,com.app.nexdo,Febby Pratama,relaxing list app,5
135,com.app.nexdo,rhambo snax (Vs),app perfect,5
136,com.app.nexdo,Aesthetic yang,thank much app,5
137,com.app.nexdo,Park Chae,thing amazing,5
138,com.app.nexdo,A Google user,love simplicity,5
139,com.app.nexdo,Amanda,could use widget,4
140,com.app.nexdo,A Google user,nice helpful,5
141,com.app.nexdo,K-pop Tuning,thanks app,5
142,com.app.nexdo,A Google user,app great,5
143,com.app.nexdo,A Google user,exactly needed,5
144,com.app.nexdo,DHEERAJ RAI GOSHIKA,bro add widget hell one want open see task hufff,5
145,com.app.nexdo,A Google user,thought add,2
146,com.app.nexdo,A Google user,simple use,5
147,com.app.nexdo,William Bauer,problem opinion,5
148,com.app.nexdo,A Google user,worth five star,5
149,com.app.nexdo,A Google user,cool black,5
150,com.app.nexdo,Sergey Nikiforov,,5
151,com.app.nexdo,Максим Теложер,,5
152,com.app.nexdo,Muhammad Ahsan Khan,great app,5
153,com.app.nexdo,A Google user,helpful,5
154,com.app.nexdo,Remem Ber,nice,5
155,com.app.nexdo,حسن لفتة نعمة,simple,5
156,com.app.nexdo,Disha Gehlot,good app,5
157,com.app.nexdo,A Google user,good,5
158,com.app.nexdo,Helen Jones,great,3
159,com.app.nexdo,MohamadReza Khalilian,simple,5
160,com.app.nexdo,sami chaudhary,great,5
161,com.app.nexdo,A Google user,excellent,5
162,com.app.nexdo,A Google user,superb,5
163,com.app.nexdo,Zabastian Samuel,great,5
164,com.app.nexdo,A Google user,gd,5
165,com.app.nexdo,A Google user,,5
166,com.app.nexdo,A Google user,sync,2
167,com.app.nexdo,S Prasanna,super,5
168,com.app.nexdo,A Google user,good,5
169,com.app.nexdo,A Google user,great design,5
170,com.app.nexdo,A Google user,good,5
171,com.app.nexdo,A Google user,nice ui,5
172,com.app.nexdo,A Google user,reminder,1
173,com.app.nexdo,A Google user,reminder,2
174,com.app.nexdo,A Google user,super minimal,4
