,Package name,Reviewer name,Review,Rating
67,app.nifu.simpletodo,ailona hoop,live minimalistic style fact pick simple colour however matter commercial killing vibe looking,3
68,app.nifu.simpletodo,Chaya Bogorad,making list inside list exactly heart needed app simple easy eye work great,5
69,app.nifu.simpletodo,Melissa A,like lot wish widget would remain screen open app time inconvenient,4
70,app.nifu.simpletodo,Franchezkaaa,hsing app three month really love help lot enjoy problem alarm notification,5
71,app.nifu.simpletodo,Isabel DeLaCruz,simple use wish option item added bottom list opposed top list every time love app though,4
72,app.nifu.simpletodo,Michael L.,would pay one time fee heartbeat remove ad across bottom screen please look offering option thanks,5
73,app.nifu.simpletodo,Henrike Heublein,app easy use nice design although would nice able sync calendar widget,4
74,app.nifu.simpletodo,Mikhaella Walden,picky come interface app check right box clean looking,5
75,app.nifu.simpletodo,Inah Journey,think using app long time simple like theme im hoping get rid ad even need pay affordable price,5
76,app.nifu.simpletodo,Niol Lockington,exactly right abandoned old app getting way difficult use particularly month went without using,5
77,app.nifu.simpletodo,Thomas Alejandro Rincón Valencia,really helpful simple love add widget option would really helpful,5
78,app.nifu.simpletodo,Hugo Negrete,love cleanliness could grab phone system apps install completely fine could delete apps would,5
79,app.nifu.simpletodo,Stevan Ivanovski,simple effecient would like option enable grouping multiple list category mth great anyway,5
80,app.nifu.simpletodo,Inderjit Singh,simple elegant would nice could add specific list home screen widget,4
81,app.nifu.simpletodo,Cameron Glyde,simple easy use create multiple list change order item thing great,4
82,app.nifu.simpletodo,Saboura Gh,simple easy would perfect widget view quick add see item,4
83,app.nifu.simpletodo,Zloy Indy,hey really appreciate way made since use daily repeatable stuff mostly really appreciate made function copy list would make app ideal need,5
84,app.nifu.simpletodo,Rich A,great app quick easy use manages multiple list nice ad intrusive,5
85,app.nifu.simpletodo,Tohid Hadinejad,really simple tired complicated apps bother death inability create simple list,5
86,app.nifu.simpletodo,amelia -,like aesthetic simplness move lag ish please make movement smoother,4
87,app.nifu.simpletodo,Sami Dabbab,app simple excellent motivated increased productivity somehow task disappeared kinda crushed momentum take away good app,4
88,app.nifu.simpletodo,Pankaj Deshmukh,really useful three major thing missing one drag drop feature list card two reminder three auto update today completed task next day,4
89,app.nifu.simpletodo,Anvita Singh,great app simple easy use minimally aesthetic great place write task go,5
90,app.nifu.simpletodo,Manoj Kamat,good possible try provide facility enter different font color,5
91,app.nifu.simpletodo,LATTÉ Kim,love name simple easy use though wish could also widget see immediately suggestion,5
92,app.nifu.simpletodo,Mazin Abdalla,great clean simple app desperately need mechanism removing ad sort ruin experience would happily pay something planning devs,4
93,app.nifu.simpletodo,aina assyifa,really really goooooddd simple ad justt better add widget add list home screen,5
94,app.nifu.simpletodo,Hayley Conradie,really easy use far wish came reminder though using alarm still work great,5
95,app.nifu.simpletodo,Ngô Tùng,simple easy use developer add size adjustment kind small parent read btw good app guy try,5
96,app.nifu.simpletodo,graham lundegaard (Portfire),simple use without unnecessary distraction really excellent needed,5
97,app.nifu.simpletodo,Study,app awesome simple unlike apps note feature also help write important point regarding task,5
98,app.nifu.simpletodo,Jet Eloriaga,sometimes kind listing need ad unobtrusive thank developer,5
99,app.nifu.simpletodo,Beedd,great list app really help budgeting daily task definitely recommend,5
100,app.nifu.simpletodo,Effy Ou,would perfect app also widget available please add,4
101,app.nifu.simpletodo,Basak,simple liking fan ad banner better fifteen ad popping screen like apps,4
102,app.nifu.simpletodo,a,good get exactly looking maybe missing artistic touch like creativity,5
103,app.nifu.simpletodo,Jane B,good basic app would like functionality able reorder category rather reverse order added,4
104,app.nifu.simpletodo,Madhusudhan B,bit slow time open app taking time apps rest good,3
105,app.nifu.simpletodo,Nik,slow start take like eight second start please fix everything else perfect,4
106,app.nifu.simpletodo,Anju Shaw,simple efficient easy use option checklist please also make option note,4
107,app.nifu.simpletodo,3ple L,almost perfect kinda want dashboard show everything listed per category,4
108,app.nifu.simpletodo,Msebeyenjabulo Magubane,far good simple added cost plan upgrade,5
109,app.nifu.simpletodo,채리,convenient easy app love please make widget see right background thx,4
110,app.nifu.simpletodo,Sakuntala Palaniswamy,simple wonderful app easy aesthetic would recommend widget option,5
111,app.nifu.simpletodo,Reybhan April Panti,take much time open app wish could organize move list accordingly,3
112,app.nifu.simpletodo,sᴋᴜʟʟʜᴜɴᴛᴇʀ,u add gallery app question love love love masterpiece gorgeous well made app simple design functional quite helpful time,5
113,app.nifu.simpletodo,Felix Weth,wonderful simple interface ux bad desktop sync,4
114,app.nifu.simpletodo,Joe Douglas,beautiful looking easy use app without widget hooescreen useless,2
115,app.nifu.simpletodo,sophea,app cute simple developer add colour font app great thirty-three,5
116,app.nifu.simpletodo,yello sky,hi thanku app please make newest list put bottom top would great pls add widget plsss,4
117,app.nifu.simpletodo,Sania Shenasa,dont like app love exactly want simple easy work get job done,5
118,app.nifu.simpletodo,priyamvada jain,great app helped lot though wish would reminder still function smoothly good app overall,5
119,app.nifu.simpletodo,raitonoberu,work opening take ten sec unacceptable,2
120,app.nifu.simpletodo,RSTraTeGor,onto something great nice job looking simple yet effective task list age,5
121,app.nifu.simpletodo,Moulik Laddha,simple use help keep track pending task problem widget like apps,4
122,app.nifu.simpletodo,Юля Зозуля,love app super simple annoying ad exactly needed,5
123,app.nifu.simpletodo,D. Rajkumar,like simple easy use short option thanks,4
124,app.nifu.simpletodo,Stephen Carlyle-Smith,sorry way read text without finding glass first,3
125,app.nifu.simpletodo,Jackie O,simple easy wish reminder due date,4
126,app.nifu.simpletodo,Yanagi,would perfect app archive function need app term future improvement,4
127,app.nifu.simpletodo,Mar Mat,actually simple easy use face feature great layout hope stay like forever,5
128,app.nifu.simpletodo,abo dupont,simple use making schedule make date name title list,5
129,app.nifu.simpletodo,Suraiya Rahman Sara,app life name simple really useful tried lot list apps one best highly recommend,5
130,app.nifu.simpletodo,kei hirani,nicee luv push always productive crossing task everytime satisfying,5
131,app.nifu.simpletodo,Chris Muench,best simple simple need,5
132,app.nifu.simpletodo,Katsumi,app simple also aesthetingly pleasing easy understand use everyday love five star,5
133,app.nifu.simpletodo,Munish Qureshi,simple beautiful keep way,5
134,app.nifu.simpletodo,Rose Stewart,simple easy use perfect,5
135,app.nifu.simpletodo,João Francisco Pereira,android dev beautifully made application simple straightforward exactly need,5
136,app.nifu.simpletodo,Michelle Angelina,great wish option set widget home screen,5
137,app.nifu.simpletodo,Chiara Vincenzino,used love app point deleted list huge inconvenience,1
138,app.nifu.simpletodo,Irah,literally app wanted simple ad far aaaah im happy rn,5
139,app.nifu.simpletodo,Mark Royall,two thousand twenty-one sixj twenty-fiveth widget useful rated three star deleted two thousand twenty-one sixj twenty-fiveth installed testing,3
140,app.nifu.simpletodo,Walter Svenddal,let pay get rid ad please good app would pay,4
141,app.nifu.simpletodo,J Malheiros,really good app reminder could added would make perfect,3
142,app.nifu.simpletodo,GC Dojo,easy use like name simple,4
143,app.nifu.simpletodo,William “Bill” Leib,simple basic bell whistle could make great app,4
144,app.nifu.simpletodo,Yanna Ymmanuel Lineses (0),get job done used app thought head empty list note,5
145,app.nifu.simpletodo,christmas cat,simple easy use rush would recommend,5
146,app.nifu.simpletodo,Mendiola Reyes Sofia Abigail,perfect simple would like put time limit due day,4
147,app.nifu.simpletodo,Sahana 2907 Vlll - B3,best minimalist list app,5
148,app.nifu.simpletodo,Nikhil Pratyush,awesome app truly amazing using daily basis one request plz add alarm list,5
149,app.nifu.simpletodo,Sara Lauay,simple easy organize customize exactly looking,5
150,app.nifu.simpletodo,Xavier,great app minimal would suggest set alarm task,5
151,app.nifu.simpletodo,Azim Yazit,someone want jusstt simple reminder note work well,5
152,app.nifu.simpletodo,annaturallyme,love everything app problem failed create backup please fix,2
153,app.nifu.simpletodo,Bhaswati Bhowmik,great app wished option set reminder otherwise good simple use,4
154,app.nifu.simpletodo,Angela Wang,love simple need please let pay get rid ad please,5
155,app.nifu.simpletodo,Zàng shǒu,best app simple easy use pretty aesthetically love,5
156,app.nifu.simpletodo,Sim K,love simple easy use yet aesthetically pleasing,5
157,app.nifu.simpletodo,Steve Fisher,simple easy view tried task apps one best far,5
158,app.nifu.simpletodo,Doniz Elias,looking finally keep free simple please one thing please add color label lol thanks,5
159,app.nifu.simpletodo,Pedro Baesse,beautiful well made app missing free software hohohoo,5
160,app.nifu.simpletodo,Nathan Harrison,really helpful someone like making routine form list,5
161,app.nifu.simpletodo,sina dadkhah,please add ringtone green check task drag check good sense people,4
162,app.nifu.simpletodo,Jayant Gokhale,good inter face design simple use clear instruction jayant gokhale,5
163,app.nifu.simpletodo,Hans___ Cheekss,design simple app also easy use,5
164,app.nifu.simpletodo,aryaa hazebelle,really love simple easy use ad minimal,5
165,app.nifu.simpletodo,Dil Afroza Shirin,good app want timer system work optionally,5
166,app.nifu.simpletodo,Yusri Latib,simply easy functional backup gdrive,5
167,app.nifu.simpletodo,Javeed Khan,good app possible please add color sitting,5
168,app.nifu.simpletodo,Mary Ann Costa,simple easy use need fancy complicated,4
169,app.nifu.simpletodo,Angeline Marvella,like simple easy use reminder,4
170,app.nifu.simpletodo,Serj z,useful app user friendly interface thanks,5
171,app.nifu.simpletodo,Ahmad Amin Aiman,app great would helpful create widget app,5
172,app.nifu.simpletodo,Michael van der Gulik,idea looking want make list app weird confusing,3
173,app.nifu.simpletodo,Chris Schuster,great little app simple intuitive,5
174,app.nifu.simpletodo,dilrukshi rathnasekara,app useful aesthetic much feature like,5
175,app.nifu.simpletodo,Ekta ᪥,nice simple app lack one thing e widget,4
176,app.nifu.simpletodo,Alana,simple easy use really help adhd cu like feel compelled finish task,5
177,app.nifu.simpletodo,Roseline Uwizera,super simple really easy use helpful,5
178,app.nifu.simpletodo,Mark Eldin Flores,great app kind app remember task need particular day thanks,5
179,app.nifu.simpletodo,Dwayne James SY,amazing exprience using app simple fun use would one hundred recommended,5
180,app.nifu.simpletodo,Preet saini,best list app trash option simple like,5
181,app.nifu.simpletodo,Nicolette Carstens,nothing like app easy use help plan week effort,5
182,app.nifu.simpletodo,Avantika Mishra,app great simple perfect,4
183,app.nifu.simpletodo,Zahra Mirkazemi,great app wanted four star find widget,4
184,app.nifu.simpletodo,Σπύρος Θεοτόκης Γκόγκας,useful simple hope pop reminder see,5
185,app.nifu.simpletodo,Paul Spence,awesome intuitive list thank,5
186,app.nifu.simpletodo,Ian Moote,functional well organized,5
187,app.nifu.simpletodo,Jamshidbek Makhammatjonov,minimalist design small size great user experience,5
188,app.nifu.simpletodo,Ali Rafizadeh,excellent ui ux thanks alot,5
189,app.nifu.simpletodo,Siddharth Nayak,simple point loved interface,5
190,app.nifu.simpletodo,tharisha k shaji,love app app simple easy fantastic amazing etc would recommend everyone,5
191,app.nifu.simpletodo,송예원,easy use app support widget,5
192,app.nifu.simpletodo,SpacePotato,easy simple love ui,5
193,app.nifu.simpletodo,_ “‪SBX2‬” _,say simple list clean interface,5
194,app.nifu.simpletodo,Lee Matthews,love clean fresh uncluttered simple functional,5
195,app.nifu.simpletodo,Penny N.,perfect app simple easy use recommended,5
196,app.nifu.simpletodo,Jamie Robertson,easy use easy organize help keep track,5
197,app.nifu.simpletodo,Sloth Gangsta,simple easy use,5
198,app.nifu.simpletodo,old,great app im dying widget please add,5
199,app.nifu.simpletodo,afrina tiko,idk opened tried many time still work idk app io pls check im begging u tysm,1
200,app.nifu.simpletodo,Mario Quintana,quit ad would pay,5
201,app.nifu.simpletodo,nouk,like real simple minimal,5
202,app.nifu.simpletodo,Nils Müller,simple easy use stuff need,5
203,app.nifu.simpletodo,ThsHawk,man tutorial amazing app exactly looking,5
204,app.nifu.simpletodo,Jude Lee,excellent task perfect,5
205,app.nifu.simpletodo,Jeric Gonzales,simple minimalistic,5
206,app.nifu.simpletodo,SV,check five star way list pc,1
207,app.nifu.simpletodo,Mohd Aidinniza Mohd Adib,simple easy use nice,4
208,app.nifu.simpletodo,Wil Blackburn,seems work pretty well simple,5
209,app.nifu.simpletodo,Alex,indeed cool dark mode ten ten,5
210,app.nifu.simpletodo,Klaus Richter,love easy use great little app,5
211,app.nifu.simpletodo,Evelyn Natania,simple love design thank,5
212,app.nifu.simpletodo,Ina Ki,love simplest app,4
213,app.nifu.simpletodo,Hridoy Hawlader,amazing simple wanted,5
214,app.nifu.simpletodo,Ada Taylor,simple reliable functional,5
215,app.nifu.simpletodo,Sophia Arwen G. Oquias,,5
216,app.nifu.simpletodo,Sukhraj Singh,app superb add widget feature,5
217,app.nifu.simpletodo,ana baiadze,simple clean functional,5
218,app.nifu.simpletodo,Lim SianSiing,beautiful ui clean tidy,5
219,app.nifu.simpletodo,Yusri Latib,cannot sort alphabetically,1
220,app.nifu.simpletodo,ravinder singh,add reminder option task copy task option shal also available,4
221,app.nifu.simpletodo,Jakub Maciaszek,simple useful,5
222,app.nifu.simpletodo,Ayah Pacasum,love simple,5
223,app.nifu.simpletodo,Amanda,need option remove ad,2
224,app.nifu.simpletodo,Soroush Kiani,really simple keep simple,5
225,app.nifu.simpletodo,Tarun Saini,simple short note taking app,4
226,app.nifu.simpletodo,D C,great app easy use clutter,5
227,app.nifu.simpletodo,Aastha Mehta,tutorial list awesome,5
228,app.nifu.simpletodo,Alexei Y,good fullscreen ad,5
229,app.nifu.simpletodo,Jana Ishi Gabaldon,like much help become productive every day,5
230,app.nifu.simpletodo,Keshav Kumar,please includes date time help track productively,3
231,app.nifu.simpletodo,Љубомир Јанковић,simple widget would five star deal,4
232,app.nifu.simpletodo,rebaz omar,yes simple easy use,4
233,app.nifu.simpletodo,lila indica,simple easy use,5
234,app.nifu.simpletodo,moi lois,simple useful friendly,5
235,app.nifu.simpletodo,Yana Lumacad,simple helpful thank much,5
236,app.nifu.simpletodo,Alexander S,simple app great ux,5
237,app.nifu.simpletodo,A McDonald (Randy),many key feature important easy use,5
238,app.nifu.simpletodo,Fateme Mokhtari,please add widget share list option,3
239,app.nifu.simpletodo,Jiya Ramtohul,would great widget option,4
240,app.nifu.simpletodo,Sofia Aros,useful simple wish note app like,5
241,app.nifu.simpletodo,jingxuan tan,helpful app make schedule productive day,5
242,app.nifu.simpletodo,James Chaco,good app ad terrible,2
243,app.nifu.simpletodo,Thoriq Adillah,rewrite review three instead five initial load taking long lack widget,3
244,app.nifu.simpletodo,Govind Sukumaran,simple clean efficient,5
245,app.nifu.simpletodo,Edmond Ng,make paid version without add buy cheap,5
246,app.nifu.simpletodo,dioxhito,thing lack tag,3
247,app.nifu.simpletodo,Farshad Ghodsi,rtl supported,4
248,app.nifu.simpletodo,Kylo,remove ad,1
249,app.nifu.simpletodo,Dana Pechacek,wish could automatically reset every day,4
250,app.nifu.simpletodo,Lester mac,great put download app list,5
251,app.nifu.simpletodo,Chamath Jayasinghe,simple work well,5
252,app.nifu.simpletodo,Attri,good simple like,5
253,app.nifu.simpletodo,Hemoata Thompson,app convenient yiu could put grocieries ect,4
254,app.nifu.simpletodo,Barham mustafa,like simple useful working,5
255,app.nifu.simpletodo,FRT550,simple good looking like,5
256,app.nifu.simpletodo,Floyd Carter,easy useful,5
257,app.nifu.simpletodo,azilia naning,simple cutee really helped let download app,5
258,app.nifu.simpletodo,Bukkacha,elegant app,5
259,app.nifu.simpletodo,Bubu Gathel,fancy feature thanks,5
260,app.nifu.simpletodo,iviyyyh_,far best list app ever use,5
261,app.nifu.simpletodo,Albert Low,like simple frill,4
262,app.nifu.simpletodo,Babylyn Pamittan,list got removed lol contains reading manga hwa hua list,2
263,app.nifu.simpletodo,Ajitsinh Ajitsinh,easy best app like app,5
264,app.nifu.simpletodo,Jordan Gaudio,great app absolutely flawless,5
265,app.nifu.simpletodo,Anurag Chakraborty,point fantastic app,5
266,app.nifu.simpletodo,Missy Lorraine Batiquin,simple effective,5
267,app.nifu.simpletodo,cheryl gracia wijaya,hate list suddenly gone,1
268,app.nifu.simpletodo,Juliet Mandafe,simple work good,5
269,app.nifu.simpletodo,Beeva Nova,love literally love like got phone stolen lost phone data cuz internal samsung account problem thought list gone guess saved auto cloudddd love guy much success futureeee love,5
270,app.nifu.simpletodo,Gabriel Felipe,organizer app looking,5
271,app.nifu.simpletodo,Tanmay Dass,best app using year,5
272,app.nifu.simpletodo,Omar Dailisan,app one looking amazing app,5
273,app.nifu.simpletodo,Oleksandr B.,imagine better implementation app,5
274,app.nifu.simpletodo,dm89f 11,simple use,5
275,app.nifu.simpletodo,Angelina Jiby,simplistic get work done,5
276,app.nifu.simpletodo,Arlene Rondina,easy use,5
277,app.nifu.simpletodo,Leslie B.,erased huge list reason,2
278,app.nifu.simpletodo,Bram asta,seems developer use flutter,4
279,app.nifu.simpletodo,Alisya Nafisah,easy nice tq,5
280,app.nifu.simpletodo,Aprila Putri S.,easy use,5
281,app.nifu.simpletodo,Joanna Mae,absolutely love app,5
282,app.nifu.simpletodo,Kysha Fiel,simple love,5
283,app.nifu.simpletodo,Vesna Milan,thanks exactly need,5
284,app.nifu.simpletodo,Kelly Gama,good easy,5
285,app.nifu.simpletodo,Estbelle Kola,love highly recommended,5
286,app.nifu.simpletodo,Ali,best todo app find,5
287,app.nifu.simpletodo,War Baby,cool app planning,5
288,app.nifu.simpletodo,Dhita Azzahra Rasyid Harahap,love soo,5
289,app.nifu.simpletodo,Antonín Švach,really good app,4
290,app.nifu.simpletodo,Shanika Kumuduni,elegant white,5
291,app.nifu.simpletodo,jit Ghosh,best app,5
292,app.nifu.simpletodo,AA Office,lacking invidual reminder,5
293,app.nifu.simpletodo,Lyndon Dang,looking,5
294,app.nifu.simpletodo,Dan C,needed,5
295,app.nifu.simpletodo,nstrn tvf,exactly want,5
296,app.nifu.simpletodo,Korellye St-germain,good app,4
297,app.nifu.simpletodo,ayham 1232,good wake,5
298,app.nifu.simpletodo,Smol00Bean,love,5
299,app.nifu.simpletodo,x z,love,5
300,app.nifu.simpletodo,tony betts,far good,5
301,app.nifu.simpletodo,Lyam Fake,could remainder,4
302,app.nifu.simpletodo,Hitech mmda,waste time,1
303,app.nifu.simpletodo,تفضلوا بالاشتراك Subscribe !!,love,5
304,app.nifu.simpletodo,Sarah Flamant,complicated,1
305,app.nifu.simpletodo,Dale L.,good,5
306,app.nifu.simpletodo,Ella Casey,great app,5
307,app.nifu.simpletodo,miku tech,beautiful app,5
308,app.nifu.simpletodo,Alexander Andrievski,awesome,5
309,app.nifu.simpletodo,Salif Mehmed,slow,3
310,app.nifu.simpletodo,Vitor Lima,good,5
311,app.nifu.simpletodo,Di Po,good,5
312,app.nifu.simpletodo,Jordan Tolmie,far ok,4
313,app.nifu.simpletodo,Asad Noman,cool ap,5
314,app.nifu.simpletodo,Erika Jaekl,work beautifully,5
315,app.nifu.simpletodo,Indra Black,good started,5
316,app.nifu.simpletodo,NISHU WORLD,nice,5
317,app.nifu.simpletodo,DaSal,love,5
318,app.nifu.simpletodo,K Pathy,good,5
319,app.nifu.simpletodo,Vahid Mursaquliyev,best,5
320,app.nifu.simpletodo,Yogesh badgujar,nice,5
321,app.nifu.simpletodo,Sivanii Senthilkumaran,amazing,5
322,app.nifu.simpletodo,halina tivo,eu estava procurando um minimalista simple sem muitas fun e de quebrar cabe e esse aqui perfeito usando quase um e n vi defeito algum,4
323,app.nifu.simpletodo,Blake Romanov,thank,5
324,app.nifu.simpletodo,shefy mariam,like,5
